,Unnamed: 0,COD,DO,EC,NO3,N2,TSS,TEMP,PH
55,55,"((0, 1, 0), (0, 2, 2, 12), 74.6471739977078)","((2, 1, 1), (0, 2, 2, 12), 62.41171684264376)","((2, 1, 2), (2, 2, 2, 12), 247.06865554311884)","((0, 1, 2), (1, 0, 0, 12), 7.675143366334744)","((1, 1, 0), (2, 2, 0, 12), 60.13445464236772)","((0, 0, 1), (1, 2, 2, 12), 223.36242833187129)","((2, 2, 1), (1, 2, 2, 12), 73.48422898912722)","((2, 0, 1), (0, 1, 2, 12), 36.13472749024386)"
56,56,"((2, 0, 2), (1, 2, 2, 12), 74.71676227309555)","((0, 1, 2), (1, 1, 2, 12), 62.5142248471511)","((1, 1, 0), (1, 2, 2, 12), 247.07448075833224)","((2, 1, 2), (2, 0, 0, 12), 7.720663204996965)","((0, 1, 0), (0, 2, 2, 12), 60.135033952567355)","((2, 1, 0), (0, 2, 2, 12), 224.01929226277448)","((2, 1, 2), (1, 2, 2, 12), 73.52944542112671)","((1, 0, 2), (2, 1, 0, 12), 36.152774992922346)"
57,57,"((1, 0, 2), (1, 2, 2, 12), 74.9107699063032)","((0, 1, 1), (2, 2, 2, 12), 62.625900355459024)","((1, 0, 2), (2, 2, 2, 12), 247.1248076577681)","((0, 2, 2), (0, 1, 1, 12), 7.7222531142904245)","((1, 1, 0), (0, 2, 2, 12), 60.14442438411764)","((2, 0, 1), (0, 2, 2, 12), 224.57602682415805)","((0, 2, 2), (2, 2, 0, 12), 73.54330411535915)","((2, 1, 0), (1, 2, 2, 12), 36.19932517173721)"
58,58,"((1, 2, 1), (2, 2, 0, 12), 74.96413116329273)","((2, 1, 0), (2, 2, 2, 12), 62.921610179019396)","((0, 0, 1), (0, 2, 2, 12), 247.14194040529682)","((1, 0, 2), (2, 0, 0, 12), 7.741359491204177)","((1, 1, 2), (0, 2, 2, 12), 60.28674551977444)","((1, 2, 1), (1, 2, 2, 12), 224.83745950108985)","((0, 0, 1), (1, 2, 2, 12), 73.57634373193929)","((0, 0, 2), (0, 2, 2, 12), 36.24651894618473)"
59,59,"((1, 1, 2), (2, 2, 2, 12), 74.98451973488783)","((0, 1, 2), (2, 2, 0, 12), 62.93873942773152)","((2, 1, 0), (0, 2, 2, 12), 247.1933074031099)","((0, 1, 1), (0, 1, 1, 12), 7.744247252745792)","((0, 2, 1), (0, 2, 2, 12), 60.363921050667905)","((2, 1, 1), (1, 2, 2, 12), 225.13964069506838)","((2, 1, 2), (2, 2, 0, 12), 74.16500671758892)","((2, 0, 2), (0, 1, 2, 12), 36.25630093303663)"
60,60,"((1, 1, 0), (2, 2, 2, 12), 75.23895700889695)","((2, 1, 2), (0, 2, 2, 12), 62.979471894364536)","((2, 2, 0), (0, 2, 2, 12), 247.7175507075082)","((0, 1, 1), (1, 0, 2, 12), 7.745344841448675)","((1, 1, 1), (2, 1, 0, 12), 60.40865559339916)","((1, 0, 2), (1, 2, 2, 12), 225.44087881842665)","((2, 0, 1), (2, 2, 2, 12), 74.78742867937476)","((1, 0, 1), (2, 2, 0, 12), 36.30367922556436)"
61,61,"((1, 0, 1), (2, 2, 2, 12), 75.28434286780366)","((0, 1, 1), (1, 1, 2, 12), 63.00808656389472)","((0, 0, 1), (1, 2, 2, 12), 248.03883321273292)","((2, 0, 0), (1, 1, 1, 12), 7.782069332436273)","((1, 0, 0), (0, 1, 2, 12), 60.45287972086006)","((2, 1, 2), (2, 2, 2, 12), 225.7737551939776)","((2, 2, 2), (2, 2, 0, 12), 74.8391863102117)","((1, 1, 2), (2, 1, 0, 12), 36.31508964960234)"
62,62,"((1, 1, 1), (2, 2, 2, 12), 75.74864249780755)","((1, 1, 0), (2, 2, 2, 12), 63.013714972492956)","((1, 1, 1), (2, 2, 0, 12), 248.42313746561675)","((0, 0, 2), (0, 1, 1, 12), 7.837189549249398)","((1, 2, 2), (0, 2, 2, 12), 60.503325993225246)","((1, 1, 1), (2, 2, 2, 12), 225.92127145834425)","((1, 0, 2), (2, 2, 2, 12), 74.84615803112709)","((0, 1, 1), (2, 1, 2, 12), 36.315323353399975)"
63,63,"((2, 1, 0), (2, 2, 2, 12), 75.78460842803877)","((2, 0, 0), (1, 2, 2, 12), 63.04285625304912)","((2, 0, 1), (0, 2, 2, 12), 248.42556183655967)","((2, 0, 1), (1, 1, 0, 12), 7.8657432568501395)","((0, 1, 2), (2, 2, 0, 12), 60.57935965387379)","((2, 1, 1), (2, 2, 2, 12), 226.06636805294187)","((1, 2, 2), (2, 2, 0, 12), 74.85314753458532)","((0, 2, 2), (1, 1, 2, 12), 36.59981784564342)"
64,64,"((2, 0, 1), (1, 2, 2, 12), 76.22395869834418)","((1, 1, 1), (0, 1, 2, 12), 63.117890345017855)","((2, 1, 1), (2, 2, 2, 12), 248.8012448133246)","((2, 0, 0), (2, 0, 0, 12), 7.886537125567086)","((1, 0, 0), (2, 2, 2, 12), 60.57954219157206)","((2, 0, 1), (2, 2, 0, 12), 226.9764830106655)","((1, 2, 2), (1, 2, 2, 12), 75.00558572072958)","((1, 1, 2), (1, 0, 2, 12), 36.631198585563894)"
65,65,"((2, 2, 1), (2, 2, 0, 12), 76.35405393371333)","((2, 2, 1), (0, 2, 2, 12), 63.1380076609098)","((0, 2, 1), (2, 2, 2, 12), 248.8420313511685)","((1, 1, 1), (1, 0, 0, 12), 8.018431787581845)","((2, 1, 1), (2, 2, 0, 12), 60.69110514212028)","((1, 2, 2), (2, 2, 0, 12), 226.9861183948544)","((0, 2, 2), (2, 2, 2, 12), 75.01786681916688)","((2, 0, 0), (2, 1, 1, 12), 36.63180269993693)"
66,66,"((0, 2, 2), (1, 2, 2, 12), 76.65428428202833)","((0, 0, 2), (1, 1, 2, 12), 63.24735822436848)","((1, 0, 1), (0, 2, 2, 12), 248.87639605198237)","((2, 0, 2), (2, 0, 0, 12), 8.028625606043427)","((2, 0, 2), (2, 2, 0, 12), 60.71479558255343)","((0, 0, 1), (2, 2, 2, 12), 227.380981252688)","((1, 1, 2), (1, 2, 2, 12), 75.04836824829363)","((1, 0, 0), (2, 2, 0, 12), 36.66132564481617)"
67,67,"((1, 2, 1), (2, 2, 2, 12), 76.78770884579778)","((2, 0, 0), (0, 1, 2, 12), 63.31278867919604)","((2, 0, 1), (2, 2, 0, 12), 249.99046139781842)","((1, 0, 1), (1, 1, 1, 12), 8.072519731177085)","((2, 1, 0), (2, 2, 0, 12), 60.78310521950665)","((1, 0, 2), (2, 2, 2, 12), 227.66233916525528)","((2, 2, 0), (0, 2, 2, 12), 75.04960656600545)","((0, 0, 0), (2, 1, 1, 12), 36.686901278094076)"
68,68,"((1, 1, 2), (1, 2, 2, 12), 76.85102539814847)","((1, 0, 0), (0, 1, 2, 12), 63.328069102776496)","((1, 2, 0), (0, 2, 2, 12), 250.6090318143227)","((0, 0, 0), (2, 1, 2, 12), 8.109769867954101)","((1, 0, 2), (2, 2, 0, 12), 60.873828951533476)","((2, 0, 0), (2, 2, 0, 12), 227.8304905939997)","((0, 0, 0), (1, 2, 2, 12), 75.1252461114164)","((2, 0, 2), (2, 1, 0, 12), 36.7461838240118)"
69,69,"((1, 1, 0), (1, 2, 2, 12), 77.0926335070869)","((1, 0, 1), (1, 2, 2, 12), 63.47986937544267)","((2, 1, 0), (1, 2, 2, 12), 250.61738307100126)","((1, 1, 1), (1, 0, 1, 12), 8.123250772982828)","((0, 1, 1), (2, 0, 0, 12), 60.9018479948284)","((1, 1, 2), (2, 2, 0, 12), 228.91572767917924)","((0, 1, 0), (2, 2, 2, 12), 75.30336665244513)","((1, 0, 1), (2, 1, 2, 12), 36.8078106058215)"
70,70,"((2, 1, 2), (0, 2, 2, 12), 77.31258036247262)","((0, 2, 2), (2, 2, 0, 12), 63.51600216755349)","((1, 1, 0), (2, 2, 2, 12), 250.91387656931514)","((0, 0, 1), (2, 1, 1, 12), 8.140212800440848)","((0, 1, 2), (1, 1, 2, 12), 60.91529093649955)","((2, 2, 0), (2, 2, 2, 12), 228.96634167988617)","((2, 1, 1), (1, 2, 2, 12), 75.39192438842012)","((1, 0, 0), (1, 1, 2, 12), 36.80846679190597)"
71,71,"((0, 1, 0), (2, 2, 0, 12), 77.94007155225356)","((2, 0, 1), (1, 2, 2, 12), 63.52539321503065)","((2, 2, 0), (1, 2, 2, 12), 251.06469642184322)","((1, 0, 1), (2, 0, 0, 12), 8.16484017070581)","((1, 1, 2), (0, 1, 2, 12), 60.99322147550627)","((0, 1, 0), (0, 2, 2, 12), 229.35952615520662)","((2, 0, 0), (1, 2, 2, 12), 75.4015299632672)","((1, 0, 2), (0, 2, 2, 12), 36.825831370111985)"
72,72,"((2, 2, 2), (0, 2, 2, 12), 77.96760232605293)","((0, 0, 1), (0, 1, 2, 12), 63.53102394543394)","((2, 0, 0), (2, 2, 2, 12), 251.52991983370288)","((0, 0, 2), (2, 1, 0, 12), 8.1741503084973)","((1, 0, 2), (0, 0, 2, 12), 61.05699011089529)","((0, 0, 0), (0, 2, 2, 12), 229.5923828701871)","((2, 1, 0), (2, 2, 2, 12), 75.52181095355702)","((0, 0, 2), (0, 1, 2, 12), 36.88570136703906)"
73,73,"((2, 1, 1), (1, 2, 2, 12), 78.22818458609088)","((0, 1, 0), (1, 2, 2, 12), 63.58071770420753)","((2, 0, 1), (1, 2, 2, 12), 251.53102658630738)","((1, 1, 2), (1, 0, 1, 12), 8.230049281184495)","((0, 0, 0), (2, 1, 1, 12), 61.061820415189196)","((1, 2, 1), (2, 2, 2, 12), 229.6490928957039)","((1, 0, 0), (1, 2, 2, 12), 75.83607356793024)","((2, 1, 2), (0, 0, 2, 12), 36.904721034267716)"
74,74,"((1, 2, 1), (1, 2, 2, 12), 78.4036418824549)","((0, 0, 1), (2, 2, 0, 12), 63.59604309083991)","((1, 2, 0), (2, 2, 0, 12), 251.57950853457027)","((1, 0, 1), (0, 0, 0, 12), 8.240285304944896)","((2, 0, 1), (0, 0, 2, 12), 61.14948902625135)","((1, 2, 1), (2, 2, 0, 12), 229.72163608999097)","((0, 0, 1), (2, 2, 2, 12), 75.93379465841008)","((1, 2, 2), (0, 0, 2, 12), 36.96560084533686)"
75,75,"((1, 2, 2), (2, 2, 0, 12), 78.67402450764632)","((1, 1, 1), (2, 2, 2, 12), 63.63195435327249)","((1, 0, 1), (1, 2, 2, 12), 251.72516212170362)","((0, 1, 2), (0, 1, 1, 12), 8.27587307387464)","((0, 0, 2), (0, 1, 2, 12), 61.15171015739755)","((1, 1, 0), (0, 2, 2, 12), 229.7300829065978)","((0, 2, 1), (2, 2, 0, 12), 75.94932581108765)","((2, 1, 0), (2, 1, 1, 12), 37.034126468193804)"
76,76,"((2, 2, 0), (2, 2, 2, 12), 78.86876672016632)","((0, 2, 1), (1, 2, 2, 12), 63.668667306462865)","((0, 0, 1), (2, 2, 2, 12), 251.88056842460722)","((0, 0, 0), (1, 0, 0, 12), 8.422586359134497)","((1, 1, 1), (1, 1, 2, 12), 61.16040991434154)","((2, 2, 0), (0, 2, 2, 12), 229.871670263521)","((2, 0, 1), (1, 2, 2, 12), 76.02854309536363)","((1, 1, 1), (1, 2, 2, 12), 37.03653382463109)"
77,77,"((0, 2, 2), (2, 2, 0, 12), 79.07305392784525)","((0, 1, 2), (0, 1, 2, 12), 63.69783730866806)","((1, 1, 2), (2, 2, 0, 12), 252.18561214287368)","((0, 1, 1), (1, 1, 0, 12), 8.426870517463637)","((2, 1, 1), (0, 1, 2, 12), 61.262389803862405)","((2, 0, 0), (2, 2, 2, 12), 230.54419906256172)","((2, 0, 0), (2, 2, 2, 12), 76.42750350767882)","((1, 0, 2), (2, 2, 0, 12), 37.07000697506108)"
78,78,"((0, 2, 2), (2, 2, 2, 12), 79.19505157036305)","((0, 0, 0), (1, 2, 2, 12), 63.704565120929466)","((1, 2, 0), (1, 2, 2, 12), 252.24288681243013)","((0, 0, 2), (2, 0, 1, 12), 8.556963384276585)","((0, 1, 1), (2, 1, 1, 12), 61.3124494645245)","((1, 1, 1), (2, 2, 0, 12), 230.87270319182)","((0, 2, 1), (2, 2, 2, 12), 76.59372289599378)","((0, 0, 1), (0, 2, 2, 12), 37.234453108403436)"
79,79,"((1, 2, 2), (2, 2, 2, 12), 79.28183376161928)","((1, 0, 1), (0, 1, 2, 12), 63.84501840887296)","((2, 0, 2), (2, 2, 2, 12), 252.98233338866294)","((1, 0, 0), (1, 1, 2, 12), 8.588584252453433)","((0, 1, 2), (0, 0, 2, 12), 61.32437721226232)","((1, 2, 2), (2, 2, 1, 12), 230.93708305618134)","((1, 1, 1), (2, 2, 2, 12), 76.61063735252895)","((1, 0, 2), (1, 1, 2, 12), 37.23848943759006)"
80,80,"((2, 1, 1), (2, 2, 2, 12), 79.35302254632076)","((0, 0, 1), (2, 2, 2, 12), 63.86922487023926)","((2, 0, 2), (2, 2, 0, 12), 254.10286622837725)","((1, 1, 2), (0, 0, 0, 12), 8.631720099998294)","((0, 1, 2), (2, 1, 0, 12), 61.40272694232814)","((2, 1, 0), (1, 2, 2, 12), 230.94973261578832)","((2, 0, 2), (1, 2, 2, 12), 76.99849835451334)","((2, 2, 2), (2, 0, 2, 12), 37.28935247049348)"
81,81,"((2, 2, 0), (2, 2, 0, 12), 79.48019354065917)","((2, 2, 2), (2, 2, 0, 12), 63.97435775292446)","((0, 0, 0), (0, 2, 2, 12), 254.35625257641306)","((1, 0, 1), (2, 1, 1, 12), 8.638802339613537)","((2, 0, 1), (2, 0, 0, 12), 61.4552430214293)","((1, 0, 1), (2, 2, 2, 12), 231.019827828486)","((0, 1, 0), (2, 2, 0, 12), 77.40649821427044)","((0, 2, 2), (1, 0, 2, 12), 37.30623532901944)"
82,82,"((2, 0, 1), (2, 2, 2, 12), 79.52250632840604)","((2, 0, 1), (0, 1, 2, 12), 64.05550121890408)","((2, 0, 0), (0, 2, 2, 12), 254.7132369295635)","((1, 0, 1), (1, 0, 2, 12), 8.770425923916529)","((2, 0, 0), (2, 1, 0, 12), 61.462105968853024)","((2, 0, 2), (2, 2, 0, 12), 231.18557400919497)","((0, 0, 2), (2, 2, 0, 12), 77.86409544021184)","((0, 0, 2), (1, 1, 2, 12), 37.31421237351747)"
83,83,"((2, 1, 0), (1, 2, 2, 12), 80.11866426334565)","((0, 0, 2), (2, 2, 2, 12), 64.12036783733804)","((0, 2, 2), (2, 2, 0, 12), 254.83765994550075)","((2, 1, 2), (1, 1, 0, 12), 8.78714832145032)","((0, 1, 1), (2, 1, 2, 12), 61.475758369966)","((1, 2, 1), (2, 2, 1, 12), 231.2473995884319)","((1, 2, 1), (2, 2, 2, 12), 78.03306069210012)","((2, 0, 2), (0, 0, 2, 12), 37.314516769678626)"
84,84,"((1, 2, 2), (1, 2, 2, 12), 80.35683627819154)","((1, 0, 2), (2, 2, 0, 12), 64.18454830333714)","((0, 0, 0), (1, 2, 2, 12), 255.11271640231607)","((0, 1, 1), (2, 0, 0, 12), 8.7898322531542)","((1, 0, 2), (1, 2, 2, 12), 61.498425126620404)","((1, 0, 0), (0, 2, 2, 12), 231.8423424250241)","((2, 2, 0), (1, 2, 2, 12), 78.0348274479924)","((2, 1, 1), (0, 1, 2, 12), 37.35343493966167)"
85,85,"((2, 2, 2), (2, 2, 0, 12), 80.83139109573119)","((1, 0, 2), (0, 1, 2, 12), 64.31520026357745)","((1, 2, 0), (2, 2, 2, 12), 256.03674150818324)","((1, 0, 0), (2, 1, 1, 12), 8.855818761261098)","((2, 1, 2), (2, 1, 0, 12), 61.50900076890939)","((2, 0, 2), (1, 2, 2, 12), 232.04629860949012)","((0, 0, 0), (2, 2, 2, 12), 78.43239240496138)","((1, 0, 0), (0, 2, 2, 12), 37.39994958619113)"
86,86,"((2, 2, 1), (1, 2, 2, 12), 81.02005428305274)","((2, 0, 1), (2, 1, 0, 12), 64.31900330327653)","((1, 0, 1), (2, 2, 2, 12), 256.1167367561559)","((2, 0, 0), (0, 1, 2, 12), 8.939823969004303)","((1, 1, 1), (0, 0, 2, 12), 61.53860872820898)","((1, 0, 1), (1, 2, 2, 12), 232.31312640859485)","((1, 1, 2), (2, 2, 2, 12), 78.48091941010324)","((2, 1, 1), (2, 1, 0, 12), 37.49501907000695)"
87,87,"((0, 1, 0), (1, 2, 2, 12), 81.2461918139773)","((1, 2, 0), (1, 2, 2, 12), 64.36041129413655)","((2, 0, 1), (2, 2, 2, 12), 256.6060555259071)","((1, 1, 1), (0, 1, 2, 12), 8.96235973212929)","((2, 1, 1), (2, 1, 0, 12), 61.59446259939668)","((0, 1, 0), (1, 2, 2, 12), 232.37879026545383)","((2, 2, 2), (1, 2, 2, 12), 78.57010674896337)","((2, 0, 1), (0, 2, 2, 12), 37.50764315764796)"
88,88,"((2, 0, 2), (2, 2, 2, 12), 81.66780811897951)","((2, 2, 1), (1, 2, 2, 12), 64.41777499188996)","((2, 0, 0), (1, 2, 2, 12), 257.1255872580964)","((2, 0, 1), (0, 1, 1, 12), 9.04202507747578)","((2, 1, 2), (2, 2, 0, 12), 61.667099713446476)","((0, 0, 0), (1, 2, 2, 12), 232.5514470830101)","((2, 2, 0), (2, 2, 2, 12), 78.86793118072467)","((2, 1, 0), (2, 1, 2, 12), 37.51942296105359)"
89,89,"((1, 2, 0), (2, 2, 0, 12), 81.7194550693966)","((2, 1, 1), (0, 1, 2, 12), 64.56058389625024)","((1, 0, 0), (0, 2, 2, 12), 257.196549962938)","((2, 0, 1), (1, 0, 1, 12), 9.09400168627326)","((0, 0, 1), (1, 1, 2, 12), 61.77515056863598)","((2, 0, 0), (0, 2, 2, 12), 233.04485125803757)","((0, 0, 2), (2, 2, 2, 12), 79.16030666439471)","((0, 0, 1), (2, 1, 2, 12), 37.56224689540687)"
90,90,"((2, 2, 1), (2, 2, 2, 12), 81.80787463944674)","((2, 0, 0), (2, 1, 0, 12), 64.58266060567404)","((0, 1, 0), (0, 2, 2, 12), 257.89990578615465)","((0, 0, 1), (1, 1, 2, 12), 9.120595916910107)","((1, 2, 1), (0, 2, 2, 12), 61.97170614907534)","((1, 1, 0), (2, 2, 0, 12), 233.07830755230404)","((2, 2, 1), (2, 2, 2, 12), 79.20671208001399)","((1, 1, 2), (0, 2, 2, 12), 37.600742896925524)"
91,91,"((0, 2, 1), (1, 2, 2, 12), 81.8277537120857)","((1, 1, 2), (0, 1, 2, 12), 64.74319249789689)","((1, 0, 0), (1, 2, 2, 12), 258.2071629672749)","((1, 0, 0), (1, 0, 2, 12), 9.121409185430888)","((1, 1, 2), (2, 2, 0, 12), 61.99271874620912)","((0, 0, 0), (2, 2, 2, 12), 233.50410837453072)","((1, 2, 0), (2, 2, 2, 12), 79.27307606980939)","((2, 1, 1), (1, 2, 2, 12), 37.60106244406192)"
92,92,"((0, 2, 1), (2, 2, 0, 12), 82.02040593058936)","((0, 0, 0), (2, 2, 0, 12), 64.82285179678819)","((0, 0, 0), (2, 2, 2, 12), 258.41624383082006)","((1, 1, 2), (0, 1, 1, 12), 9.140299238293924)","((1, 0, 1), (2, 1, 0, 12), 62.05998923064607)","((1, 0, 1), (2, 2, 0, 12), 233.54008596161)","((1, 0, 0), (2, 2, 2, 12), 79.54070192337389)","((2, 0, 0), (0, 1, 2, 12), 37.65999893542704)"
93,93,"((2, 2, 0), (0, 2, 2, 12), 82.24018749752875)","((0, 2, 2), (0, 1, 2, 12), 64.85999802630165)","((1, 0, 0), (2, 2, 0, 12), 258.69000693905275)","((2, 1, 2), (1, 0, 2, 12), 9.156392555789873)","((1, 0, 1), (2, 2, 2, 12), 62.07957818264698)","((0, 2, 2), (2, 2, 0, 12), 233.6890842370812)","((0, 0, 1), (2, 2, 0, 12), 79.78799774500361)","((0, 1, 2), (1, 1, 2, 12), 37.790835491617244)"
94,94,"((2, 1, 2), (1, 2, 2, 12), 82.6970444215463)","((2, 2, 1), (2, 2, 0, 12), 64.92782950973381)","((0, 1, 2), (2, 2, 0, 12), 258.80268445503896)","((0, 1, 2), (1, 0, 1, 12), 9.160163550332632)","((2, 1, 1), (0, 2, 2, 12), 62.12186386571924)","((0, 1, 0), (2, 2, 2, 12), 233.6966901064862)","((1, 0, 1), (2, 2, 2, 12), 80.0047051744622)","((0, 1, 2), (0, 1, 1, 12), 37.81847680426296)"
95,95,"((2, 2, 2), (1, 2, 2, 12), 83.16892123288753)","((1, 2, 1), (2, 2, 2, 12), 64.97004848895926)","((0, 1, 1), (2, 2, 0, 12), 259.1372932665595)","((1, 1, 2), (1, 0, 0, 12), 9.205633784059893)","((1, 0, 1), (1, 0, 2, 12), 62.218084187216036)","((2, 0, 2), (2, 2, 2, 12), 234.16361904358877)","((2, 0, 2), (2, 2, 2, 12), 80.21105939478747)","((1, 1, 2), (2, 2, 0, 12), 37.877980382092375)"
96,96,"((1, 2, 0), (0, 2, 2, 12), 83.46483579020776)","((1, 1, 2), (2, 2, 2, 12), 65.13943707046182)","((1, 0, 2), (2, 2, 0, 12), 260.1650225130314)","((1, 1, 1), (0, 1, 1, 12), 9.210619752661277)","((0, 1, 1), (1, 0, 2, 12), 62.21869521378201)","((2, 0, 1), (2, 2, 2, 12), 234.59347479639794)","((0, 0, 0), (2, 2, 0, 12), 80.67774109039739)","((2, 1, 0), (2, 2, 2, 12), 37.900549214200296)"
97,97,"((0, 1, 0), (2, 2, 2, 12), 84.55317685023803)","((1, 1, 1), (1, 1, 2, 12), 65.18515054692463)","((1, 0, 1), (2, 2, 0, 12), 260.4291908096603)","((0, 0, 2), (2, 1, 1, 12), 9.28507381475691)","((0, 0, 0), (2, 1, 2, 12), 62.22836330533223)","((1, 1, 0), (2, 2, 2, 12), 234.93467037477745)","((2, 1, 1), (2, 2, 2, 12), 80.77653862385783)","((2, 1, 1), (2, 2, 0, 12), 37.91462812368468)"
98,98,"((0, 2, 1), (2, 2, 2, 12), 86.00350831189664)","((2, 1, 2), (0, 1, 2, 12), 65.18976293361831)","((0, 1, 0), (1, 2, 2, 12), 260.9115323173582)","((1, 0, 0), (0, 1, 0, 12), 9.288746693236124)","((1, 0, 0), (2, 1, 1, 12), 62.23520896070614)","((1, 0, 0), (1, 2, 2, 12), 235.14947118216114)","((2, 1, 2), (2, 2, 2, 12), 81.0015222814632)","((2, 1, 1), (0, 2, 2, 12), 37.93630091473844)"
99,99,"((2, 1, 2), (2, 2, 2, 12), 86.20813780372224)","((1, 1, 2), (1, 1, 2, 12), 65.32044219928461)","((1, 0, 0), (2, 2, 2, 12), 261.9200482183902)","((1, 0, 0), (2, 0, 2, 12), 9.308213617799233)","((1, 0, 0), (1, 1, 2, 12), 62.274521681767126)","((1, 0, 0), (2, 2, 0, 12), 235.43053294006947)","((1, 2, 0), (2, 2, 0, 12), 81.09173351176466)","((2, 2, 2), (0, 1, 2, 12), 37.95433666186227)"
100,100,"((2, 2, 2), (2, 2, 2, 12), 86.8239318401428)","((2, 2, 2), (0, 2, 2, 12), 65.34429431248522)","((0, 2, 1), (2, 2, 0, 12), 262.8440171750339)","((1, 1, 1), (1, 1, 0, 12), 9.310222131208315)","((2, 1, 2), (1, 1, 2, 12), 62.31200511622411)","((2, 2, 0), (1, 2, 2, 12), 235.59644177970745)","((1, 2, 0), (0, 2, 2, 12), 81.10240022374427)","((1, 1, 1), (1, 1, 2, 12), 37.96634939704505)"
101,101,"((0, 0, 2), (0, 1, 2, 12), 86.9804042078971)","((1, 0, 0), (2, 2, 2, 12), 65.35869422052764)","((0, 1, 0), (2, 2, 2, 12), 264.521013984476)","((0, 1, 2), (1, 1, 0, 12), 9.312816299154791)","((2, 0, 0), (2, 2, 2, 12), 62.416524061003805)","((0, 2, 2), (2, 2, 1, 12), 235.75866781025275)","((1, 2, 0), (1, 2, 2, 12), 85.65313162489224)","((1, 2, 2), (1, 1, 2, 12), 37.98655216461448)"
102,102,"((0, 0, 0), (0, 1, 2, 12), 87.12454741944383)","((2, 0, 2), (0, 1, 2, 12), 65.39961135074047)","((0, 0, 0), (2, 2, 0, 12), 265.8456112876944)","((2, 1, 0), (0, 1, 2, 12), 9.315352631962952)","((2, 1, 0), (0, 2, 2, 12), 62.43206385641411)","((1, 0, 0), (2, 2, 2, 12), 236.08348053279724)","((0, 2, 0), (0, 2, 2, 12), 89.29358813426542)","((0, 0, 0), (1, 1, 2, 12), 37.98945524685756)"
103,103,"((0, 0, 1), (0, 1, 2, 12), 87.65952983847073)","((1, 0, 0), (2, 1, 0, 12), 65.43105381288362)","((0, 0, 2), (2, 2, 0, 12), 267.32734475253375)","((1, 0, 2), (2, 1, 0, 12), 9.35862194040234)","((1, 1, 1), (2, 0, 0, 12), 62.44510832109873)","((2, 0, 1), (1, 2, 2, 12), 236.621313491157)","((0, 0, 2), (0, 1, 2, 12), 91.2195775761989)","((2, 0, 2), (2, 0, 0, 12), 38.0847218115765)"
104,104,"((2, 2, 0), (1, 2, 2, 12), 88.29272363866272)","((2, 0, 0), (1, 1, 2, 12), 65.6769441638381)","((0, 0, 1), (2, 2, 0, 12), 268.6410898533818)","((2, 1, 2), (2, 0, 1, 12), 9.386388531474829)","((0, 2, 2), (1, 1, 2, 12), 62.48097013390864)","((1, 0, 2), (2, 2, 0, 12), 237.20333919767899)","((0, 2, 0), (1, 2, 2, 12), 91.49663862545141)","((2, 2, 1), (1, 2, 2, 12), 38.08750963709782)"
105,105,"((1, 0, 2), (0, 1, 2, 12), 88.37649264657718)","((2, 0, 2), (1, 2, 2, 12), 65.73406179753783)","((0, 1, 0), (2, 2, 0, 12), 268.74117785848)","((1, 1, 1), (1, 0, 2, 12), 9.389630562171057)","((0, 0, 2), (2, 1, 0, 12), 62.53578453115399)","((0, 1, 2), (2, 2, 0, 12), 237.28409182583923)","((1, 0, 2), (0, 1, 2, 12), 91.55864545689238)","((1, 1, 2), (2, 2, 2, 12), 38.08917864653218)"
106,106,"((1, 0, 0), (2, 1, 0, 12), 88.56576838863931)","((2, 1, 1), (1, 1, 2, 12), 65.79590215300335)","((0, 2, 0), (0, 2, 2, 12), 272.8521027294388)","((0, 0, 2), (1, 1, 2, 12), 9.443643002508528)","((2, 0, 1), (1, 2, 2, 12), 62.55601394564217)","((0, 1, 1), (2, 2, 0, 12), 237.83993333055545)","((0, 1, 1), (0, 1, 2, 12), 93.4265578456833)","((2, 0, 1), (1, 2, 2, 12), 38.13101900621868)"
107,107,"((0, 1, 1), (0, 1, 2, 12), 88.68400651852227)","((1, 1, 0), (0, 1, 2, 12), 65.86318538920283)","((0, 2, 0), (1, 2, 2, 12), 276.3450087422669)","((1, 0, 2), (1, 1, 1, 12), 9.445982582880946)","((1, 0, 2), (2, 0, 0, 12), 62.57038944863223)","((1, 2, 0), (0, 2, 2, 12), 237.8725215659665)","((2, 0, 2), (0, 1, 2, 12), 93.81443142035171)","((0, 1, 0), (2, 2, 0, 12), 38.139546029424224)"
108,108,"((1, 2, 0), (2, 2, 2, 12), 88.81370858154138)","((0, 0, 0), (0, 1, 2, 12), 65.93621798552773)","((0, 2, 0), (2, 2, 2, 12), 279.3948974336255)","((2, 0, 2), (1, 0, 1, 12), 9.464423539566443)","((0, 1, 0), (2, 2, 0, 12), 62.573609213745264)","((1, 1, 0), (1, 2, 2, 12), 238.00117676415886)","((0, 0, 2), (1, 1, 2, 12), 94.19825394311943)","((0, 0, 2), (2, 1, 1, 12), 38.22646421261894)"
109,109,"((0, 0, 0), (1, 1, 2, 12), 89.25605870919001)","((1, 0, 2), (1, 1, 2, 12), 66.01121627219828)","((0, 2, 0), (2, 2, 0, 12), 284.65864642502925)","((1, 1, 2), (1, 0, 2, 12), 9.46866861166227)","((2, 0, 1), (0, 1, 2, 12), 62.57473171392232)","((0, 2, 1), (2, 2, 1, 12), 238.37037463687125)","((0, 1, 2), (0, 1, 2, 12), 94.22574634879327)","((2, 0, 1), (2, 2, 0, 12), 38.385912106813336)"
